label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,filepath,exists
floral,181,913,174,182,asos_208463353.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208463353.jpg,True
polka_dot,247,554,118,81,asos_208466722.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208466722.jpg,True
polka_dot,449,542,169,66,asos_208468643.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208468643.jpg,True
polka_dot,439,319,54,83,asos_208468643.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208468643.jpg,True
polka_dot,578,300,68,110,asos_208468643.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208468643.jpg,True
floral,441,317,187,268,asos_208469855.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208469855.jpg,True
floral,449,608,142,422,asos_208469855.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208469855.jpg,True
polka_dot,498,405,132,371,asos_208470205.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208470205.jpg,True
floral,235,486,554,702,asos_208476242.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208476242.jpg,True
floral,372,248,147,170,asos_208476423.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208476423.jpg,True
floral,257,44,435,1161,asos_208476808.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208476808.jpg,True
floral,191,554,429,459,asos_208476821.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208476821.jpg,True
floral,289,631,434,581,asos_208482899.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208482899.jpg,True
floral,483,667,196,380,asos_208483019.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208483019.jpg,True
polka_dot,363,653,219,360,asos_208484157.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208484157.jpg,True
floral,404,412,278,309,asos_208484232.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208484232.jpg,True
polka_dot,363,457,208,535,asos_208485489.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208485489.jpg,True
floral,392,272,233,447,asos_208489469.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208489469.jpg,True
floral,353,734,257,417,asos_208489469.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208489469.jpg,True
floral,471,260,138,368,asos_208489548.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208489548.jpg,True
floral,468,657,174,368,asos_208489548.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208489548.jpg,True
floral,362,457,338,469,asos_208489735.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208489735.jpg,True
polka_dot,395,486,216,360,asos_208495103.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208495103.jpg,True
polka_dot,306,542,192,305,asos_208495135.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208495135.jpg,True
floral,414,326,231,727,asos_208504460.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208504460.jpg,True
floral,363,446,170,594,asos_208505369.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208505369.jpg,True
polka_dot,357,424,191,447,asos_208505500.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208505500.jpg,True
floral,427,341,219,685,asos_208505650.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208505650.jpg,True
polka_dot,424,333,122,123,asos_208509214.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208509214.jpg,True
polka_dot,432,616,191,243,asos_208509214.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208509214.jpg,True
polka_dot,400,468,176,495,asos_208514397.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208514397.jpg,True
floral,343,299,284,348,asos_208518027.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208518027.jpg,True
floral,367,370,331,491,asos_208519918.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208519918.jpg,True
floral,596,601,130,140,asos_208522624.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208522624.jpg,True
floral,341,547,572,711,asos_208525103.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208525103.jpg,True
floral,313,167,191,395,asos_208525103.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208525103.jpg,True
polka_dot,358,878,209,197,asos_208534882.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208534882.jpg,True
polka_dot,868,922,86,128,asos_208534882.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208534882.jpg,True
polka_dot,304,847,331,241,asos_208538342.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208538342.jpg,True
polka_dot,466,527,157,376,asos_208539630.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208539630.jpg,True
polka_dot,443,365,142,258,asos_208540900.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208540900.jpg,True
polka_dot,324,420,155,312,asos_208541895.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208541895.jpg,True
floral,336,403,226,358,asos_208542008.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208542008.jpg,True
floral,299,797,152,289,asos_208542008.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208542008.jpg,True
floral,407,241,189,115,asos_208542008.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208542008.jpg,True
polka_dot,265,402,299,278,asos_208542126.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208542126.jpg,True
polka_dot,264,761,255,398,asos_208542126.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208542126.jpg,True
floral,385,236,199,309,asos_208542362.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208542362.jpg,True
floral,407,648,238,444,asos_208542362.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208542362.jpg,True
floral,436,665,333,297,asos_208544420.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208544420.jpg,True
floral,350,268,305,808,asos_208544698.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208544698.jpg,True
floral,389,356,182,282,asos_208545308.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208545308.jpg,True
floral,328,434,474,613,asos_208550674.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208550674.jpg,True
polka_dot,463,841,140,108,asos_208552815.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208552815.jpg,True
polka_dot,299,675,108,140,asos_208553139.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208553139.jpg,True
polka_dot,519,645,64,159,asos_208553139.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208553139.jpg,True
polka_dot,333,999,149,84,asos_208553139.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208553139.jpg,True
floral,363,552,339,495,asos_208554282.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208554282.jpg,True
floral,259,636,314,289,asos_208555625.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208555625.jpg,True
floral,394,290,122,314,asos_208556152.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208556152.jpg,True
floral,520,260,160,213,asos_208556152.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208556152.jpg,True
floral,373,410,262,405,asos_208558109.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208558109.jpg,True
polka_dot,463,624,71,371,asos_208563737.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208563737.jpg,True
polka_dot,443,538,159,228,asos_208563763.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208563763.jpg,True
floral,296,284,336,702,asos_208572612.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208572612.jpg,True
floral,432,473,248,646,asos_208579048.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208579048.jpg,True
floral,291,770,489,275,asos_208584252.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208584252.jpg,True
floral,476,336,272,235,asos_208584252.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208584252.jpg,True
polka_dot,416,322,184,258,asos_208587735.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208587735.jpg,True
polka_dot,365,520,221,533,asos_208591138.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208591138.jpg,True
polka_dot,422,511,170,538,asos_208592681.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208592681.jpg,True
floral,419,422,172,385,asos_208608818.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208608818.jpg,True
floral,632,429,174,425,asos_208608818.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208608818.jpg,True
polka_dot,299,577,285,275,asos_208611442.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208611442.jpg,True
floral,257,476,466,707,asos_208614223.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208614223.jpg,True
floral,402,667,280,609,asos_208617895.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208617895.jpg,True
floral,438,456,235,177,asos_208617895.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208617895.jpg,True
floral,227,538,248,591,asos_208617925.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208617925.jpg,True
floral,453,300,356,336,asos_208617953.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208617953.jpg,True
polka_dot,260,729,322,326,asos_208632967.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208632967.jpg,True
polka_dot,385,528,88,78,asos_208633243.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208633243.jpg,True
polka_dot,552,522,150,64,asos_208633243.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208633243.jpg,True
polka_dot,411,495,169,123,asos_208633379.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208633379.jpg,True
polka_dot,713,478,118,128,asos_208633379.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208633379.jpg,True
polka_dot,453,584,142,81,asos_208633386.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208633386.jpg,True
polka_dot,635,582,127,61,asos_208633386.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208633386.jpg,True
polka_dot,382,604,248,270,asos_208634885.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208634885.jpg,True
polka_dot,399,596,196,441,asos_208641032.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208641032.jpg,True
polka_dot,449,371,111,285,asos_208641034.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208641034.jpg,True
polka_dot,414,510,130,527,asos_208641059.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208641059.jpg,True
floral,373,338,118,238,asos_208641126.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208641126.jpg,True
floral,512,358,110,214,asos_208641126.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208641126.jpg,True
floral,365,697,143,245,asos_208641126.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208641126.jpg,True
floral,335,392,290,722,asos_208641782.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208641782.jpg,True
floral,331,334,219,709,asos_208641785.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208641785.jpg,True
floral,427,324,201,738,asos_208646807.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208646807.jpg,True
floral,340,376,236,658,asos_208646834.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208646834.jpg,True
polka_dot,362,677,339,172,asos_208649201.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208649201.jpg,True
polka_dot,485,881,177,154,asos_208655039.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208655039.jpg,True
polka_dot,654,711,93,133,asos_208655039.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208655039.jpg,True
polka_dot,470,366,182,314,asos_208656214.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208656214.jpg,True
floral,291,282,414,464,asos_208656924.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208656924.jpg,True
polka_dot,405,400,130,267,asos_208657394.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208657394.jpg,True
polka_dot,390,383,123,491,asos_208658086.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208658086.jpg,True
polka_dot,475,511,214,525,asos_208658482.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208658482.jpg,True
floral,475,506,321,626,asos_208660523.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208660523.jpg,True
floral,282,321,491,731,asos_208662046.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208662046.jpg,True
polka_dot,341,579,169,155,asos_208670326.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208670326.jpg,True
floral,294,311,344,336,asos_208670443.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208670443.jpg,True
floral,561,692,321,543,asos_208670561.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208670561.jpg,True
floral,27,900,528,338,asos_208670561.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208670561.jpg,True
floral,230,459,398,726,asos_208670816.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208670816.jpg,True
floral,366,300,146,269,asos_208670872.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208670872.jpg,True
floral,318,390,150,190,asos_208670919.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208670919.jpg,True
floral,402,515,316,621,asos_208672876.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208672876.jpg,True
polka_dot,400,646,203,425,asos_208673348.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208673348.jpg,True
polka_dot,488,751,130,263,asos_208673673.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208673673.jpg,True
polka_dot,696,827,76,152,asos_208673673.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208673673.jpg,True
polka_dot,481,518,86,137,asos_208673673.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208673673.jpg,True
polka_dot,453,652,125,505,asos_208676158.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208676158.jpg,True
floral,291,586,368,516,asos_208678271.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208678271.jpg,True
floral,333,280,412,738,asos_208682206.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208682206.jpg,True
floral,213,459,417,397,asos_208684857.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208684857.jpg,True
floral,404,584,381,339,asos_208684881.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208684881.jpg,True
floral,273,149,285,172,asos_208685748.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208685748.jpg,True
polka_dot,324,547,246,469,asos_208691569.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208691569.jpg,True
floral,471,361,164,297,asos_208692265.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208692265.jpg,True
polka_dot,385,516,105,125,asos_208692595.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208692595.jpg,True
floral,316,484,304,419,asos_208693727.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208693727.jpg,True
floral,378,481,233,609,asos_208695799.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208695799.jpg,True
floral,326,233,351,267,asos_208695799.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208695799.jpg,True
floral,399,331,246,282,asos_208696254.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208696254.jpg,True
floral,287,603,304,309,asos_208702854.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208702854.jpg,True
floral,348,278,403,327,asos_208702854.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208702854.jpg,True
floral,363,324,307,338,asos_208702914.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208702914.jpg,True
polka_dot,512,385,83,219,asos_208702956.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208702956.jpg,True
polka_dot,314,420,127,205,asos_208703007.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208703007.jpg,True
polka_dot,405,471,280,89,asos_208703096.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208703096.jpg,True
polka_dot,616,945,218,79,asos_208703096.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208703096.jpg,True
floral,434,543,213,456,asos_208703955.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208703955.jpg,True
floral,378,400,253,516,asos_208704327.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208704327.jpg,True
floral,343,672,518,397,asos_208705043.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208705043.jpg,True
floral,250,415,274,359,asos_208705045.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208705045.jpg,True
floral,434,397,255,430,asos_208706132.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208706132.jpg,True
polka_dot,400,412,155,268,asos_208707808.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208707808.jpg,True
floral,355,429,294,525,asos_208707849.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208707849.jpg,True
polka_dot,365,552,176,297,asos_208708942.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208708942.jpg,True
floral,346,258,353,327,asos_208709058.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208709058.jpg,True
floral,144,451,726,559,asos_208709182.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208709182.jpg,True
floral,21,623,643,574,asos_208709417.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208709417.jpg,True
floral,177,178,407,289,asos_208709463.jpg,800,1021,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208709463.jpg,True
polka_dot,414,638,184,257,asos_208710025.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208710025.jpg,True
floral,210,468,640,631,asos_208712574.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208712574.jpg,True
floral,225,464,444,724,asos_208712810.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208712810.jpg,True
floral,343,518,403,203,asos_208712865.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208712865.jpg,True
floral,222,486,346,586,asos_208712913.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208712913.jpg,True
floral,392,327,387,628,asos_208716954.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208716954.jpg,True
floral,405,451,219,258,asos_208717394.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208717394.jpg,True
floral,326,712,370,381,asos_208717394.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208717394.jpg,True
floral,304,449,273,233,asos_208718368.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208718368.jpg,True
polka_dot,330,707,192,231,asos_208725011.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208725011.jpg,True
floral,286,294,354,606,asos_208725357.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208725357.jpg,True
floral,375,449,243,586,asos_208726552.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208726552.jpg,True
floral,465,518,226,528,asos_208728922.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208728922.jpg,True
floral,365,788,86,255,asos_208728922.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208728922.jpg,True
floral,498,300,101,169,asos_208728922.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208728922.jpg,True
floral,304,545,375,594,asos_208728923.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208728923.jpg,True
floral,601,788,197,248,asos_208731253.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208731253.jpg,True
floral,211,516,741,760,asos_208731269.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208731269.jpg,True
floral,321,493,311,383,asos_208731868.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208731868.jpg,True
floral,93,680,466,481,asos_208733308.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208733308.jpg,True
polka_dot,471,820,203,294,asos_208734293.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208734293.jpg,True
floral,277,564,451,510,asos_208734951.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208734951.jpg,True
floral,399,532,209,498,asos_208735287.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208735287.jpg,True
floral,385,474,197,484,asos_208735288.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208735288.jpg,True
polka_dot,436,555,147,150,asos_208736253.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208736253.jpg,True
polka_dot,568,633,132,268,asos_208737927.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208737927.jpg,True
polka_dot,407,481,98,177,asos_208738775.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_208738775.jpg,True
floral,351,483,473,717,asos_208740409.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208740409.jpg,True
floral,254,597,527,535,asos_208746278.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_208746278.jpg,True
